Shortname,name,Paper,Stress (MPa),Strain Rate (min) /s,Time to 1% strain (s),log(time),Temperature C,ID-curve,Sol. Temp (ºC),Sol. Time (h),1 age temp (ºC),1 age time (h),2 age temp (ºC),2 age time (hr),C/T,Orientation,VolFrac (%),Notes,IndexRef,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-9.5Al-7.5W,Co-9.5Al-7.5W,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",180,1.30E-08,769526.7411,5.886223716,850,72-3,1300,24,1050,6,,,1,10,34,,72,83.06,0,9.49,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.5Al-7.5W,Co-9.5Al-7.5W,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",201,4.12E-08,242924.8148,5.38547188,850,72-3,1300,24,1050,6,,,1,10,34,,72,83.06,0,9.49,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.5Al-7.5W,Co-9.5Al-7.5W,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",235,3.59E-07,27885.44659,4.445377604,850,72-3,1300,24,1050,6,,,1,10,34,,72,83.06,0,9.49,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",220,2.78E-09,3593890.386,6.555564827,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",221,7.98E-09,1253839.885,6.098242081,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",264,1.20E-08,832154.4479,5.920203939,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",287,2.91E-08,343147.3475,5.535480646,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",309,8.13E-08,122984.59,5.089850698,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",310,4.14E-08,241271.9859,5.382506899,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",333,8.14E-08,122841.0682,5.089343584,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",353,1.08E-07,92678.40593,4.966978555,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",376,2.89E-07,34652.43607,4.539733771,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",398,5.51E-07,18149.47911,4.258864165,850,73-1,1300,24,1050,6,,,1,10,35,,73,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-7.6W-0.01B,Co-9.5Al-7.5W-0.01B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",130,5.09E-09,1966066.639,6.293598234,850,74-1,1300,24,1050,6,,,1,10,37,,74,82.5008,0,9.85,0,7.64,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-7.6W-0.01B,Co-9.5Al-7.5W-0.01B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",150,7.33E-09,1363508.459,6.134657837,850,74-1,1300,24,1050,6,,,1,10,37,,74,82.5008,0,9.85,0,7.64,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-7.6W-0.01B,Co-9.5Al-7.5W-0.01B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",169,1.72E-08,580492.8963,5.763796909,850,74-1,1300,24,1050,6,,,1,10,37,,74,82.5008,0,9.85,0,7.64,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-7.6W-0.01B,Co-9.5Al-7.5W-0.01B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",176,2.07E-08,483422.334,5.684326711,850,74-1,1300,24,1050,6,,,1,10,37,best properties because of borides on gb,74,82.5008,0,9.85,0,7.64,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-7.6W-0.01B,Co-9.5Al-7.5W-0.01B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",188,3.04E-08,328515.8224,5.516556291,850,74-1,1300,24,1050,6,,,1,10,37,,74,82.5008,0,9.85,0,7.64,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-7.6W-0.01B,Co-9.5Al-7.5W-0.01B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",208,5.16E-08,193631.3696,5.286975717,850,74-1,1300,24,1050,6,,,1,10,37,,74,82.5008,0,9.85,0,7.64,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-7.6W-0.01B,Co-9.5Al-7.5W-0.01B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",227,1.01E-07,98988.55599,4.995584989,850,74-1,1300,24,1050,6,,,1,10,37,,74,82.5008,0,9.85,0,7.64,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-7.6W-0.01B,Co-9.5Al-7.5W-0.01B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",263,3.03E-07,33018.99093,4.518763797,850,74-1,1300,24,1050,6,,,1,10,37,,74,82.5008,0,9.85,0,7.64,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.4W-0.04Zr,Co-9.5Al-7.5W-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",127,9.49E-09,1053762.988,6.02274294,850,75-1,1300,24,1050,6,,,1,10,37,,75,82.985,0,9.58,0,7.4,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.4W-0.04Zr,Co-9.5Al-7.5W-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",144,1.58E-08,634397.0056,5.802361124,850,75-1,1300,24,1050,6,,,1,10,37,,75,82.985,0,9.58,0,7.4,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.4W-0.04Zr,Co-9.5Al-7.5W-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",153,2.21E-08,452509.1633,5.655627378,850,75-1,1300,24,1050,6,,,1,10,37,,75,82.985,0,9.58,0,7.4,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.4W-0.04Zr,Co-9.5Al-7.5W-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",173,4.60E-08,217623.1203,5.337705033,850,75-1,1300,24,1050,6,,,1,10,37,,75,82.985,0,9.58,0,7.4,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.4W-0.04Zr,Co-9.5Al-7.5W-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",184,7.01E-08,142681.848,5.154368726,850,75-1,1300,24,1050,6,,,1,10,37,,75,82.985,0,9.58,0,7.4,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.4W-0.04Zr,Co-9.5Al-7.5W-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",191,6.27E-08,159543.0687,5.202877941,850,75-1,1300,24,1050,6,,,1,10,37,,75,82.985,0,9.58,0,7.4,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.4W-0.04Zr,Co-9.5Al-7.5W-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",230,2.49E-07,40184.85031,4.604062355,850,75-1,1300,24,1050,6,,,1,10,37,,75,82.985,0,9.58,0,7.4,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.5Al-7.7W-0.03Zr-0.01B,Co-9.5Al-7.5W-0.05B-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",176,2.48E-09,4035349.663,6.605881172,850,76-1,1300,24,1050,6,,,1,10,40,,76,82.7771,0,9.53,0,7.66,0,0,0,0,0,0,0.0275,0.0054,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.5Al-7.7W-0.03Zr-0.01B,Co-9.5Al-7.5W-0.05B-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",221,1.20E-08,834515.5637,5.921434441,850,76-1,1300,24,1050,6,,,1,10,40,,76,82.7771,0,9.53,0,7.66,0,0,0,0,0,0,0.0275,0.0054,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.5Al-7.7W-0.03Zr-0.01B,Co-9.5Al-7.5W-0.05B-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",264,3.59E-08,278357.6896,5.444603223,850,76-1,1300,24,1050,6,,,1,10,40,,76,82.7771,0,9.53,0,7.66,0,0,0,0,0,0,0.0275,0.0054,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.5Al-7.7W-0.03Zr-0.01B,Co-9.5Al-7.5W-0.05B-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",307,1.94E-07,51503.9143,4.711840237,850,76-1,1300,24,1050,6,,,1,10,40,,76,82.7771,0,9.53,0,7.66,0,0,0,0,0,0,0.0275,0.0054,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Tanaka alloy 1,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",137,0.00375,2.666666667,0.425968732,1000,510-1,1250,4,1000,96,,,-1,1,0,"tensile, single crystal, Vf =0 at 1000C, very fast strain rate (30s to fracture)",82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.Ni-12.1Al-0.Cr-5.8W-2.2Ti-2.7Ta-0.1B,L24-0Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",257,2.06E-08,486381.323,5.68697689,850,155-1,1250,48,900,168,,,1,10,90,,155,48.1,29,12.1,0,5.8,2.24,2.66,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.Ni-12.1Al-0.Cr-5.8W-2.2Ti-2.7Ta-0.1B,L24-0Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",318,2.85E-08,350877.193,5.54515514,850,155-1,1250,48,900,168,,,1,10,90,,155,48.1,29,12.1,0,5.8,2.24,2.66,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.Ni-12.1Al-0.Cr-5.8W-2.2Ti-2.7Ta-0.1B,L24-0Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",350,4.43E-08,225733.6343,5.353596274,850,155-1,1250,48,900,168,,,1,10,90,,155,48.1,29,12.1,0,5.8,2.24,2.66,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.Ni-12.1Al-0.Cr-5.8W-2.2Ti-2.7Ta-0.1B,L24-0Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",413,0.00000689,1451.37881,3.161780778,850,155-1,1250,48,900,168,,,1,10,90,,155,48.1,29,12.1,0,5.8,2.24,2.66,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.Ni-12.1Al-0.Cr-5.8W-2.2Ti-2.7Ta-0.1B,L24-0Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",432,0.00000012,83333.33333,4.920818754,850,155-1,1250,48,900,168,,,1,10,90,,155,48.1,29,12.1,0,5.8,2.24,2.66,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-11.1Al-4.1Cr-5.7W-2.Ti-2.3Ta-0.1B,L24-4Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",394,6.53E-08,153139.3568,5.185086819,850,156-1,1250,48,900,168,,,1,10,86,,156,45.5,29.2,11.1,4.1,5.68,2.04,2.28,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-11.1Al-4.1Cr-5.7W-2.Ti-2.3Ta-0.1B,L24-4Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",412,0.0000001,100000,5,850,156-1,1250,48,900,168,,,1,10,86,,156,45.5,29.2,11.1,4.1,5.68,2.04,2.28,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-11.1Al-4.1Cr-5.7W-2.Ti-2.3Ta-0.1B,L24-4Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",451,0.000000206,48543.68932,4.68613278,850,156-1,1250,48,900,168,,,1,10,86,,156,45.5,29.2,11.1,4.1,5.68,2.04,2.28,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-11.1Al-4.1Cr-5.7W-2.Ti-2.3Ta-0.1B,L24-4Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",466,0.000000351,28490.02849,4.454692884,850,156-1,1250,48,900,168,,,1,10,86,,156,45.5,29.2,11.1,4.1,5.68,2.04,2.28,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.5Al-8.Cr-5.1W-1.9Ti-2.7Ta-0.1B,L24-8Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",355,1.07E-08,934579.4393,5.970616222,850,158-1,1250,48,900,168,,,1,10,83,,158,42.2,29.5,10.5,8.02,5.14,1.85,2.69,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.5Al-8.Cr-5.1W-1.9Ti-2.7Ta-0.1B,L24-8Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",406,2.66E-08,375939.8496,5.575118363,850,158-1,1250,48,900,168,,,1,10,83,,158,42.2,29.5,10.5,8.02,5.14,1.85,2.69,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.5Al-8.Cr-5.1W-1.9Ti-2.7Ta-0.1B,L24-8Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",435,6.28E-08,159235.6688,5.202040356,850,158-1,1250,48,900,168,,,1,10,83,,158,42.2,29.5,10.5,8.02,5.14,1.85,2.69,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.5Al-8.Cr-5.1W-1.9Ti-2.7Ta-0.1B,L24-8Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",472,0.000000231,43290.04329,4.63638802,850,158-1,1250,48,900,168,,,1,10,83,,158,42.2,29.5,10.5,8.02,5.14,1.85,2.69,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.5Al-8.Cr-5.1W-1.9Ti-2.7Ta-0.1B,L24-8Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",500,0.000000559,17889.08766,4.252588192,850,158-1,1250,48,900,168,,,1,10,83,,158,42.2,29.5,10.5,8.02,5.14,1.85,2.69,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.8Ni-6.2Al-2.W-1.8Ti-0.9Ta-1.8Nb-2.7Mo,L19C,"Coakley, J. et al. Lattice parameter misfit evolution during creep of a cobalt-based superalloy single crystal with cuboidal and rafted gamma-prime microstructures. Acta Mater. 136, 118–125 (2017).",260,0.0000879,113.7656428,2.056011125,900,160-1,1300,24,900,24,,,-1,1,50,"tension,misfit increases with creep, high coherency loss",160,55.8,28.8,6.2,0,2,1.8,0.9,1.8,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.8Ni-6.2Al-2.W-1.8Ti-0.9Ta-1.8Nb-2.7Mo,L19C,"Coakley, J. et al. Lattice parameter misfit evolution during creep of a cobalt-based superalloy single crystal with cuboidal and rafted gamma-prime microstructures. Acta Mater. 136, 118–125 (2017).",500,0.0000804,124.3781095,2.094743951,800,160-1,1300,24,900,24,,,-1,1,50,"tension,misfit increases with creep, high coherency loss",160,55.8,28.8,6.2,0,2,1.8,0.9,1.8,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.8Ni-6.2Al-2.W-1.8Ti-0.9Ta-1.8Nb-2.7Mo,L19C,"Coakley, J. et al. Lattice parameter misfit evolution during creep of a cobalt-based superalloy single crystal with cuboidal and rafted gamma-prime microstructures. Acta Mater. 136, 118–125 (2017).",875,0.0001733,57.7034045,1.761201437,750,160-1,1300,24,900,24,,,-1,1,50,"tension,misfit increases with creep, high coherency loss",160,55.8,28.8,6.2,0,2,1.8,0.9,1.8,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-9.8Al-6.4Cr-6.3W-2.4Ta,CoNi-A,"Titus, M. S., Eggeler, Y. M., Suzuki, A. & Pollock, T. M. Creep-induced planar defects in L12-containing Co- and CoNi-base single-crystal superalloys. Acta Mater. 82, 530–539 (2015)",310,0.000000007,1428571.429,6.15490196,900,530-1,1215,12,1000,100,,,-1,1,50,"tensile, single crystal",167,45.9,29.2,9.8,6.4,6.3,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Freund, L. P. et al. Segregation assisted microtwinning during creep of a polycrystalline L12-hardened Co-base superalloy. Acta Mater. 123, 295–304 (2017).",530,0.00000004,250000,5.397940009,750,196-1,1250,3,900,4,750,16,1,10,53,"deformation through microtwinning, also rolled and recrystallized",196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Freund, L. P. et al. The grain boundary pinning effect of the ? phase in an advanced polycrystalline ?/?? Co-base superalloy. J. Alloys Compd. 753, 333–342 (2018).",620,9.21E-08,108577.633,5.03574037,750,196-2,1250,3,900,4,750,16,1,10,53,also rolled and recrystallized,196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Freund, L. P. et al. The grain boundary pinning effect of the ? phase in an advanced polycrystalline ?/?? Co-base superalloy. J. Alloys Compd. 753, 333–342 (2018).",580,3.19E-08,313479.6238,5.496209317,750,196-2,1250,3,900,4,750,16,1,10,53,also rolled and recrystallized,196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Freund, L. P. et al. The grain boundary pinning effect of the ? phase in an advanced polycrystalline ?/?? Co-base superalloy. J. Alloys Compd. 753, 333–342 (2018).",620,8.36E-08,119617.2249,5.077793723,750,196-2,1250,3,900,4,750,16,1,10,53,also rolled and recrystallized,196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Freund, L. P. et al. The grain boundary pinning effect of the ? phase in an advanced polycrystalline ?/?? Co-base superalloy. J. Alloys Compd. 753, 333–342 (2018).",680,0.000000148,67567.56757,4.829738285,750,196-2,1250,3,900,4,750,16,1,10,53,also rolled and recrystallized,196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
