Shortname,Name,Paper,Aging Temp C,Temperature C,g' lattice parameter (nm),g lattice parameter,misfit,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-11.7Al-9.W-2.1Ti-1.7Ta,Co-12Al-10W-2Ti-2Ta,"Ferreras, R. C., Gálvez Díaz-Rubio, F. & Campos Gómez, M. TESIS DOCTORAL Design of high temperature cobalt-based alloys processed by powder metallurgy route Autor.",1300,25,,,0.0017,"(111), aged 48hr at 1300C",193,75.49,0,11.65,0,9.03,2.14,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-8.3Al-1.7Ti,1.7Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3571,0.355,0.005898,Aged 650C for 200hr,210,60,30,8.3,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-8.3Al-1.7Ti,1.7Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3568,0.3553,0.004213,Aged 650C for 100hr,210,60,30,8.3,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-8.3Al-1.7Ti,1.7Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3564,0.3557,0.001966,Aged 650C for 20hr,210,60,30,8.3,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.5Ti,2.5Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3576,0.3551,0.007016,Aged 650C for 200hr,207,60,30,7.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.5Ti,2.5Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3573,0.3554,0.005332,Aged 650C for 100hr,207,60,30,7.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.5Ti,2.5Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3571,0.3559,0.003366,Aged 650C for 20hr,207,60,30,7.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.Cr-2.5Ti,2Cr,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3578,0.3558,0.005605,Aged 650C for 200hr,208,58,30,7.5,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.Cr-2.5Ti,2Cr,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3577,0.3563,0.003922,Aged 650C for 100hr,208,58,30,7.5,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.Cr-2.5Ti,2Cr,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3573,0.3564,0.002522,Aged 650C for 20hr,208,58,30,7.5,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.5Ti-2.Mo,2Mo,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3583,0.3555,0.007845,Aged 650C for 200hr,209,58,30,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.5Ti-2.Mo,2Mo,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3583,0.356,0.00644,Aged 650C for 100hr,209,58,30,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.5Ti-2.Mo,2Mo,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3579,0.3563,0.004481,Aged 650C for 20hr,209,58,30,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-6.7Al-3.3Ti,3.3Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3581,0.3552,0.008131,Aged 650C for 200hr,206,60,30,6.7,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-6.7Al-3.3Ti,3.3Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.3582,0.3558,0.006723,Aged 650C for 100hr,206,60,30,6.7,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-6.7Al-3.3Ti,3.3Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",650,25,0.358,0.3562,0.005041,Aged 650C for 20hr,206,60,30,6.7,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-11.Al-5.Cr-4.W-4.Ti-1.Ta,He alloy1,"He, J., Zou, M., Li, L., Wang, X. & Feng, Q. Creep behaviour of a novel CoNi-base single-crystal superalloy at high temperature and low stress. Mater. Lett. 262, (2020).",1000,1093,0.3639,0.3638,0.00024," (004) peak, self-reported misfit",211,45,30,11,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-1.Re,Re1,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",800,25,3.595,3.569,0.007259,,271,87,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-3.Re,Re3,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",800,25,3.635,3.614,0.005794,,272,85,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-5.Re,Re5,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",800,25,3.642,3.624,0.004955,,273,83,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-9.Al-5.Cr-6.W-4.Ti-1.Ta,5Cr-A,"Li, W., Li, L., Antonov, S., Lu, F. & Feng, Q. Effects of Cr and Al/W ratio on the microstructural stability, oxidation property and ?? phase nano-hardness of multi-component Co–Ni-base superalloys. J. Alloys Compd. 826, (2020).",1000,25,0.3584,0.3573,0.003074,,279,45,30,9,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-11.Al-5.Cr-4.W-4.Ti-1.Ta,5Cr-B,"Li, W., Li, L., Antonov, S., Lu, F. & Feng, Q. Effects of Cr and Al/W ratio on the microstructural stability, oxidation property and ?? phase nano-hardness of multi-component Co–Ni-base superalloys. J. Alloys Compd. 826, (2020).",1000,25,0.3578,0.3565,0.00364,,211,45,30,11,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",20.1,25,0.36,0.3579,0.00592,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,200,0.3608,0.3588,0.00588,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,400,0.3619,0.3597,0.00607,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,500,0.3624,0.3602,0.00607,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,600,0.363,0.3609,0.00584,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,700,0.3637,0.3616,0.00582,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,900,0.3642,0.3622,0.00551,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,875,0.3647,0.3629,0.00493,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,900,0.365,0.3642,0.00269,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,925,0.3651,0.3643,0.00262,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,950,0.3654,0.365,0.00175,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,975,0.3658,0.3656,0.000811,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-11.W,11W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,1000,0.3664,0.366,0.00105,,284,80,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,25,0.3605,0.3588,0.00469,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,200,0.3615,0.3597,0.00472,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,400,0.362,0.3602,0.00496,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,500,0.3626,0.3608,0.00508,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,600,0.363,0.3615,0.005,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,700,0.3637,0.362,0.00478,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,800,0.3643,0.3632,0.00459,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,875,0.3646,0.3633,0.00305,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,900,0.3647,0.3641,0.00223,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,925,,0.3644,0.00168,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,8W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,25,0.3596,0.358,0.004459,,282,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,25,0.3594,0.3575,0.00549,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,200,0.3602,0.3582,0.00555,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,400,0.3613,0.3593,0.00565,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,500,0.3618,0.3597,0.00578,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,600,0.3623,0.3603,0.00573,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,700,0.3629,0.3608,0.00579,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,800,0.3636,0.3614,0.00605,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,875,0.3641,0.3623,0.00508,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,900,0.3643,0.3628,0.00411,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,925,0.3646,0.3635,0.00283,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Li, Y. et al. Temperature dependence of misfit in different Co–Al–W ternary alloys measured by synchrotron X-ray diffraction. J. Alloys Compd. 819, (2020).",900,950,0.3648,0.3641,0.00227,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-9.9Al-1.9Nb-5.1Mo,Co-30Ni-99Al-5.1Mo-1.9Nb,"Liu, Q., Coakley, J., Seidman, D. N. & Dunand, D. C. Precipitate Evolution and Creep Behavior of a W-Free Co-based Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 47, 6090–6096 (2016).",900,25,0.3587,0.3575,0.0032,{110} measured,290,53.1,30,9.9,0,0,0,0,1.9,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-1.9W-0.7Ta-0.6Mo-0.3Re,VIAM-M1,"Midtlyng, J. et al. Creep behavior of a ??-strengthened Co-base alloy with zero ?/??-lattice misfit at 800 °c, 196 MPa. J. Mater. Res. 32, 4466–4474 (2017).",700,25,,,0.0027,,325,67,15.9,13.6,0,1.9,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-14.9Al-8.7Cr-2.5W-2.6Ti-0.9Ta-1.1Mo-0.5Re,VIAM-M2,"Midtlyng, J. et al. Creep behavior of a ??-strengthened Co-base alloy with zero ?/??-lattice misfit at 800 °c, 196 MPa. J. Mater. Res. 32, 4466–4474 (2017).",700,25,,,0,,324,52.9,15.9,14.9,8.7,2.5,2.6,0.9,0,0,1.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Co-42.5Ni-7.5Al-7.5Ti,Alloy D,"Minshull, J. P., Neumeier, S., Tucker, M. G. & Stone, H. J. A1-L12 structures in the Al-Co-Ni-Ti quaternary phase system. in Advanced Materials Research vol. 278 399–404 (2011).",750,25,0.3571,0.3544,0.00759,avg of {200} and {111},331,42.5,42.5,7.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-5.3Al-9.7Ti,Alloy E,"Minshull, J. P., Neumeier, S., Tucker, M. G. & Stone, H. J. A1-L12 structures in the Al-Co-Ni-Ti quaternary phase system. in Advanced Materials Research vol. 278 399–404 (2011).",750,25,0.358,0.3551,0.008134,avg of {200} and {111},330,55,30,5.29,0,0,9.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Ni-2.6Al-12.4Ti,Alloy F,"Minshull, J. P., Neumeier, S., Tucker, M. G. & Stone, H. J. A1-L12 structures in the Al-Co-Ni-Ti quaternary phase system. in Advanced Materials Research vol. 278 399–404 (2011).",750,25,0.3583,0.3554,0.008127,avg of {200} and {111},329,70.01,15,2.64,0,0,12.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Ti,Alloy G,"Minshull, J. P., Neumeier, S., Tucker, M. G. & Stone, H. J. A1-L12 structures in the Al-Co-Ni-Ti quaternary phase system. in Advanced Materials Research vol. 278 399–404 (2011).",750,25,0.3604,0.357,0.009479,avg of {200} and {111},328,85,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.7Al-1.9Ti-2.1Ta-4.8Mo,Cr-0,"Pandey, P. et al. Elemental site occupancy in the L12 A3B ordered intermetallic phase in Co-based superalloys and its influence on the microstructure. Acta Mater. 163, 140–153 (2019).",900,25,0.3564,0.3547,0.0048,,383,51,30.5,9.7,0,0,1.9,2.1,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-9.8Al-4.9Cr-2.Ti-2.Ta-4.9Mo,Cr-2,"Pandey, P. et al. Elemental site occupancy in the L12 A3B ordered intermetallic phase in Co-based superalloys and its influence on the microstructure. Acta Mater. 163, 140–153 (2019).",900,25,0.3561,0.3547,0.004,,381,46.3,30.1,9.8,4.9,0,2,2,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-9.8Al-4.9Cr-2.Ti-2.Ta-4.9Mo,Cr-5,"Pandey, P. et al. Elemental site occupancy in the L12 A3B ordered intermetallic phase in Co-based superalloys and its influence on the microstructure. Acta Mater. 163, 140–153 (2019).",900,25,0.3574,0.3562,0.0034,,381,46.3,30.1,9.8,4.9,0,2,2,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.4Al-8.Cr-2.Ti-2.Ta-4.9Mo,Cr-8,"Pandey, P. et al. Elemental site occupancy in the L12 A3B ordered intermetallic phase in Co-based superalloys and its influence on the microstructure. Acta Mater. 163, 140–153 (2019).",900,25,0.3585,0.3578,0.0019,,382,43.2,29.5,10.4,8,0,2,2,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.4Ni-9.5Al-2.4Nb-5.3Mo-2.Re,Co2Nb2r,"Pandey, P. et al. On the effect of Re addition on microstructural evolution of a CoNi-based superalloy. Acta Mater. 168, 37–51 (2019).",900,25,0.3594,0.3587,0.00195,,384,50.4,30.4,9.5,0,0,0,0,2.4,0,5.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Co-35.4Ni-9.7Al-6.Cr-3.4Ti-2.8Ta-4.8Mo,HEACoNi,"Pandey, P., Kashyap, S., Palanisamy, D., Sharma, A. & Chattopadhyay, K. On the high temperature coarsening kinetics of ?? precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy. Acta Mater. 177, 82–95 (2019).",900,25,0.3603,0.3595,0.002223,,385,37.9,35.4,9.7,6,0,3.4,2.8,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.Ni-9.Al-9.W,18Ni,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,25,0.359,0.3577,0.003628,,404,64,18,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.Ni-9.Al-8.Cr-9.W,18Ni8Cr,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,25,0.3587,0.3583,0.001116,,406,56,18,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.Cr-9.W,8Cr,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,25,0.3587,0.3578,0.002512,,402,74,0,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Ni-9.Al-9.W,9Ni,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,25,0.3591,0.3577,0.003906,,403,73,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Ni-9.Al-8.Cr-9.W,9Ni8Cr,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,25,0.3587,0.3581,0.001674,,405,65,9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,9W,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,25,0.3593,0.3578,0.0043,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.3Al-9.4W-0.1B,Co-9Al-9W-0.1B,"Pyczak, F. et al. Plastic deformation mechanisms in a crept L12 hardened Co-base superalloy. Mater. Sci. Eng. A 571, 13–18 (2013).",900,25,0.3609,0.3581,0.007789,,407,82.2,0,8.3,0,9.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
