Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-5.Al-2.Ti-14.V,Co-5Al-14V-2Ti,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.019",1022,1338,1394,93,79,0,5,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.W-14.V,Co-5Al-14V-2W,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.024",1003,1412,1445,104,79,0,5,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-8.Al-12.V,Co-20Ni-8Al-12V,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.026",1000,1409,1431,107,60,20,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-8.Al-12.V,Co-10Ni-8Al-12V,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.025",979,1409,1433,106,70,10,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-14.V-2.Mo,Co-5Al-14V-2Mo,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.022",971,1399,1399,102,79,0,5,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-12.V,Co-8Al-12V,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.025",964,1409,1440,105,80,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.Cr-14.V,Co-5Al-14V-2Cr,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.020",948,1410,1444,100,79,0,5,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-12.Al-8.Ta,Cal-30Ni-12Al-8Ta,"Chen, Y., Wang, C., Ruan, J., Yang, S., Omori, T., Kainuma, R., Ishida, K., Han, J., Lu, Y., & Liu, X. (2020). Development of low-density ?/?? Co–Al–Ta-based superalloys with high solvus temperature. Acta Materialia, 188, 652–664. https://doi.org/10.1016/j.actamat.2020.02.058",1286,1310,1351,122,50,30,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-12.Al-6.Ta,Cal-30Ni-12Al-6Ta,"Chen, Y., Wang, C., Ruan, J., Yang, S., Omori, T., Kainuma, R., Ishida, K., Han, J., Lu, Y., & Liu, X. (2020). Development of low-density ?/?? Co–Al–Ta-based superalloys with high solvus temperature. Acta Materialia, 188, 652–664. https://doi.org/10.1016/j.actamat.2020.02.057",1237,1336,1379,121,52,30,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-12.Al-4.Ta,Cal-30Ni-12Al-4Ta,"Chen, Y., Wang, C., Ruan, J., Yang, S., Omori, T., Kainuma, R., Ishida, K., Han, J., Lu, Y., & Liu, X. (2020). Development of low-density ?/?? Co–Al–Ta-based superalloys with high solvus temperature. Acta Materialia, 188, 652–664. https://doi.org/10.1016/j.actamat.2020.02.056",1161,1364,1402,120,54,30,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-12.Al-2.Ta,Co-30Ni-12Al-2Ta,"Chen, Y., Wang, C., Ruan, J., Yang, S., Omori, T., Kainuma, R., Ishida, K., Han, J., Lu, Y., & Liu, X. (2020). Development of low-density ?/?? Co–Al–Ta-based superalloys with high solvus temperature. Acta Materialia, 188, 652–664. https://doi.org/10.1016/j.actamat.2020.02.052",1048,1395,1428,116,56,30,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-12.Al-2.Ta,Co-20Ni-12Al-2Ta,"Chen, Y., Wang, C., Ruan, J., Yang, S., Omori, T., Kainuma, R., Ishida, K., Han, J., Lu, Y., & Liu, X. (2020). Development of low-density ?/?? Co–Al–Ta-based superalloys with high solvus temperature. Acta Materialia, 188, 652–664. https://doi.org/10.1016/j.actamat.2020.02.051",1003,1396,1442,115,66,20,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-12.Al-2.Ta,Co-10Ni-12Al-2Ta,"Chen, Y., Wang, C., Ruan, J., Yang, S., Omori, T., Kainuma, R., Ishida, K., Han, J., Lu, Y., & Liu, X. (2020). Development of low-density ?/?? Co–Al–Ta-based superalloys with high solvus temperature. Acta Materialia, 188, 652–664. https://doi.org/10.1016/j.actamat.2020.02.050",974,1396,1446,114,76,10,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-2.Ta,Co-12Al-2Ta,"Chen, Y., Wang, C., Ruan, J., Yang, S., Omori, T., Kainuma, R., Ishida, K., Han, J., Lu, Y., & Liu, X. (2020). Development of low-density ?/?? Co–Al–Ta-based superalloys with high solvus temperature. Acta Materialia, 188, 652–664. https://doi.org/10.1016/j.actamat.2020.02.049",949,1396,1448,113,86,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-50.7Ni-2.7Al-21.9Cr-7.9Ti,203a,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1154,1261,1341,133,16.8,50.7,2.7,21.9,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-51.2Ni-6.Al-12.6Cr-5.5Ti,203b,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1152,1273,1359,138,24.7,51.2,6,12.6,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.1Ni-3.1Al-16.3Cr-7.9Ti,152a,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1147,1264,1359,131,35.6,37.1,3.1,16.3,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-54.3Ni-4.3Al-15.7Cr-7.7Ti,153a,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1135,1294,1371,135,18,54.3,4.3,15.7,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.2Ni-3.6Al-21.5Cr-8.1Ti,202a,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1135,1248,1349,130,32.6,34.2,3.6,21.5,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-58.3Ni-3.2Al-10.8Cr-8.2Ti,103a,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1122,1302,1371,128,19.5,58.3,3.2,10.8,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-54.9Ni-5.6Al-15.9Cr-5.3Ti,153b,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1120,1301,1379,141,18.3,54.9,5.6,15.9,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-59.5Ni-4.5Al-10.9Cr-5.6Ti,103b,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1099,1337,1392,137,19.5,59.5,4.5,10.9,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.8Ni-5.4Al-16.1Cr-5.2Ti,152b,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1094,1305,1385,143,36.5,36.8,5.4,16.1,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-50.6Ni-8.5Al-20.9Cr-2.5Ti,203c,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1088,1324,1392,154,17.5,50.6,8.5,20.9,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-39.8Ni-2.8Al-10.8Cr-7.6Ti,102a,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1082,1298,1378,136,39,39.8,2.8,10.8,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.Ni-5.5Al-21.4Cr-5.Ti,201b,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1080,1351,1400,145,51.1,17,5.5,21.4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.3Ni-3.1Al-12.5Cr-7.9Ti,201a,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1078,1225,1361,132,59.2,17.3,3.1,12.5,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-58.4Ni-8.6Al-10.7Cr-2.7Ti,103c,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1077,1357,1410,146,19.6,58.4,8.6,10.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-54.8Ni-8.Al-16.1Cr-2.7Ti,153c,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1074,1342,1399,149,18.4,54.8,8,16.1,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.4Ni-5.7Al-21.2Cr-5.2Ti,202b,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1071,1284,1370,144,33.5,34.4,5.7,21.2,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-39.2Ni-5.9Al-10.5Cr-5.3Ti,102b,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1064,1307,1396,140,39.1,39.2,5.9,10.5,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-27.2Ni-3.1Al-10.9Cr-8.1Ti,101a,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1062,1278,1376,129,50.7,27.2,3.1,10.9,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.3Ni-3.Al-16.2Cr-7.8Ti,151a,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1055,1251,1375,134,54.7,18.3,3,16.2,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-8.6Al-16.Cr-2.7Ti,152c,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1014,1350,1406,148,36.6,36.1,8.6,16,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.Ni-8.2Al-21.6Cr-2.7Ti,202c,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",1011,1302,1392,150,33.5,34,8.2,21.6,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-39.7Ni-7.5Al-10.8Cr-2.6Ti,102c,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",999,1364,>1450,152,39.4,39.7,7.5,10.8,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.3Ni-5.Al-16.1Cr-5.2Ti,151b,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",985,1295,1392,142,55.4,18.3,5,16.1,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.7Ni-5.4Al-11.Cr-5.3Ti,101b,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",963,1288,1402,139,58.6,19.7,5.4,11,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.Ni-7.1Al-16.5Cr-2.7Ti,151c,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",916,1342,1411,147,54.7,19,7.1,16.5,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.7Ni-7.5Al-11.1Cr-2.6Ti,101c,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",903,1361,>1450,151,59.1,19.7,7.5,11.1,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.2Ni-7.8Al-21.8Cr-2.6Ti,201c,"Christofidou, K. A. et al. The microstructure and hardness of Ni-Co-Al-Ti-Cr quinary alloys. J. Alloys Compd. (2016) doi:10.1016/j.jallcom.2016.07.159.",899,1311,1401,153,50.6,17.2,7.8,21.8,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.Ni-12.1Al-0.Cr-5.8W-2.2Ti-2.7Ta-0.1B,L24-0Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",1225,1337,1399,155,48.1,29,12.1,0,5.8,2.24,2.66,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-11.1Al-4.1Cr-5.7W-2.Ti-2.3Ta-0.1B,L24-4Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",1188,1318,1390,156,45.5,29.2,11.1,4.1,5.68,2.04,2.28,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.5Al-8.Cr-5.1W-1.9Ti-2.7Ta-0.1B,L24-8Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",1152,1308,1380,158,42.2,29.5,10.5,8.02,5.14,1.85,2.69,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.9Ni-10.1Al-12.5Cr-5.1W-1.9Ti-2.3Ta-0.1B,L24-12Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",1118,1299,1368,157,39.15,28.9,10.1,12.5,5.09,1.86,2.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.8Al-8.9W-4.3V,60-6.7Al-8.9W-4.1Ti,"Ding, X. F., Mi, T., Xue, F., Zhou, H. J. & Wang, M. L. Microstructure formation in ?-?? Co-Al-W-Ti alloys during directional solidification. J. Alloys Compd. 599, 159–163 (2014).",1100,1419,1427,165,80.06,0,6.76,0,8.89,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-7.6W-1.9Ta,alloy2,"Epishin, A. et al. Interdiffusion in the Face-Centered Cubic Phase of the Co-Al-W-Ta System Between 1090 and 1240 °C. J. Phase Equilibria Diffus. 39, 176–185 (2018)",1085,1379,1448,168,81.8,0,8.75,0,7.56,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-19.W-0.7Ta-0.6Mo-0.3Re,alloy1,"Epishin, A. I. et al. Thermal stability of the structure of a heat-resistant cobalt alloy hardened with intermetallic ?’-phase precipitates. Russ. Metall. 2016, 286–291 (2016).",1005,1389,1439,169,49.9,15.9,13.6,0,19,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W-4.Ta,Q12,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1128,1340,1413,182,79,0,9,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-4.Ta,Q6,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1128,1351,1407,176,77,0,9,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-10.W-4.Ta,Q10,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1126,1352,1412,180,79,0,7,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-12.W-2.Ta,Q3,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1115,1366,1435,173,77,0,9,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Ta,Q0,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1114,1380,1444,170,79,0,9,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-12.W-2.Ta,Q8,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1112,1380,1446,178,79,0,7,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-10.W-2.Ta,Q2,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1106,1373,1428,172,77,0,11,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-8.W-2.Ta,Q7,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1104,1365,1435,177,79,0,11,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W-2.Ta,Q4,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1085,1377,1448,174,81,0,9,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.9W-2.6Ta,Q14,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1083,1346,1425,184,80.5,0,11,0,5.9,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-12.W-0.Ta,Q11,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1080,1439,1474,181,79,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-13.3Al-3.9W-3.2Ta,Q13,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1080,1306,1398,183,79.6,0,13.3,0,3.9,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-10.W-2.Ta,Q1,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1073,1391,1455,171,81,0,7,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-10.W-0.Ta,Q9,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1055,1437,1467,179,79,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-0.Ta,Q5,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",1034,1449,1482,175,81,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.7Al-9.W-2.1Ti-1.7Ta,Co-12Al-10W-2Ti-2Ta,"Ferreras, R. C., Gálvez Díaz-Rubio, F. & Campos Gómez, M. TESIS DOCTORAL Design of high temperature cobalt-based alloys processed by powder metallurgy route Autor.",712,1100,1372,193,75.49,0,11.65,0,9.03,2.14,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-13.7Al-7.7W,Co-12Al-10W,"Ferreras, R. C., Gálvez Díaz-Rubio, F. & Campos Gómez, M. TESIS DOCTORAL Design of high temperature cobalt-based alloys processed by powder metallurgy route Autor.",710,1010,1443,194,78.63,0,13.66,0,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.6Ni-8.9Al-15.8Cr-2.8W-1.8Ti-0.5Ta-0.14C-0.03Zr-0.05B,CoEXP,"Forsik, S. A. J. et al. Recent Developments in the Design of Next Generation ??-Strengthened Cobalt–Nickel Superalloys. in 847–856 (2020). doi:10.1007/978-3-030-51834-9_83.",1060,1363,1428,764,32.38,37.6,8.9,15.8,2.8,1.8,0.5,0,0,0,0.14,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.Ni-6.Al-12.Cr-3.W-2.5Ti-1.5Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy1,"Freund, L. P. et al. High temperature properties and fatigue strength of novel wrought ?/?? Co-base superalloys. J. Mater. Res. 32, 4475–4482 (2017).",1070,1305,,195,42.33,32,6,12,3,2.5,1.5,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
